MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RISK_MM,WindGustDir_ENE,WindGustDir_ESE,WindGustDir_N,WindGustDir_NE,WindGustDir_NNE,WindGustDir_NNW,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SSE,WindGustDir_SSW,WindGustDir_SW,WindGustDir_W,WindGustDir_WNW,WindGustDir_WSW,WindDir9am_ENE,WindDir9am_ESE,WindDir9am_N,WindDir9am_NE,WindDir9am_NNE,WindDir9am_NNW,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SSE,WindDir9am_SSW,WindDir9am_SW,WindDir9am_W,WindDir9am_WNW,WindDir9am_WSW,WindDir3pm_ENE,WindDir3pm_ESE,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NNE,WindDir3pm_NNW,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SSE,WindDir3pm_SSW,WindDir3pm_SW,WindDir3pm_W,WindDir3pm_WNW,WindDir3pm_WSW,RainToday_Yes,RainTomorrow_Yes,MaxTemp_squared
10.1,31.2,0.0,8.8,13.1,41.0,6.0,20,45,16,1018.2,1013.7,0,1,18.7,30.4,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,973.4399999999999
12.4,32.1,0.0,8.4,11.1,46.0,7.0,9,70,22,1017.9,1012.8,0,3,19.1,30.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1030.41
13.8,31.2,0.0,7.2,8.4,44.0,6.0,19,72,23,1014.4,1009.8,7,6,20.2,29.8,1.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,973.4399999999999
11.7,30.0,1.2,7.2,10.1,52.0,6.0,11,59,26,1016.4,1013.0,1,5,20.1,28.6,0.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,900.0
12.4,32.3,0.6,7.4,13.0,39.0,4.0,17,60,25,1017.1,1013.3,1,3,20.2,31.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1043.2899999999997
15.6,33.4,0.0,8.0,10.4,33.0,2.0,13,61,27,1018.5,1013.7,0,1,22.8,32.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1115.56
15.3,33.4,0.0,8.8,9.5,59.0,2.0,31,60,26,1012.4,1006.5,1,5,22.2,32.8,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1115.56
16.4,19.4,0.4,9.2,0.0,26.0,6.0,11,88,72,1010.7,1008.9,8,8,16.5,18.3,25.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,376.35999999999996
12.8,18.5,25.8,2.8,0.6,28.0,13.0,13,91,79,1014.0,1014.9,8,8,14.0,16.8,0.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,342.25
12.0,24.3,0.4,1.2,7.5,26.0,6.0,9,74,57,1020.7,1019.2,7,5,17.8,22.8,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,590.49
15.4,28.4,0.0,4.4,8.1,33.0,9.0,15,85,31,1022.4,1018.6,8,2,16.8,27.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,806.56
15.6,26.9,0.0,6.8,8.9,41.0,6.0,22,65,48,1019.7,1016.5,2,4,19.8,25.1,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,723.6099999999999
13.3,22.2,0.2,6.6,2.3,39.0,20.0,17,70,55,1021.0,1018.6,7,7,16.5,21.2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,492.84
12.9,28.0,0.0,4.4,10.7,52.0,6.0,11,61,31,1019.2,1014.8,5,7,18.8,26.7,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,784.0
15.1,24.3,0.0,7.0,0.4,39.0,7.0,17,69,80,1019.0,1017.1,7,7,18.9,19.7,0.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,590.49
13.6,24.1,0.4,2.6,0.5,30.0,6.0,6,83,49,1017.2,1013.3,8,7,17.3,23.2,22.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,580.8100000000001
15.1,20.4,22.6,2.4,0.2,41.0,6.0,20,82,90,1015.0,1014.1,8,8,17.0,16.3,4.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,416.15999999999997
11.6,26.3,4.2,1.6,12.0,41.0,6.0,9,66,46,1013.9,1009.5,2,2,16.7,25.2,0.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,691.69
16.6,24.2,0.2,6.6,4.7,50.0,13.0,35,72,60,1007.9,1004.6,7,7,20.5,19.9,6.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,585.64
13.3,26.5,6.6,3.8,11.8,50.0,20.0,26,74,40,1007.3,1006.3,5,2,18.8,25.1,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,702.25
14.5,21.8,0.0,8.4,9.8,43.0,11.0,30,69,63,1015.0,1015.3,7,1,18.6,20.5,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,475.24
16.3,26.8,0.0,6.0,6.3,39.0,13.0,9,78,54,1018.8,1016.1,8,7,18.6,24.5,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,718.24
17.2,25.8,0.0,4.2,8.8,41.0,6.0,6,70,74,1014.5,1011.5,6,7,21.5,22.6,4.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,665.64
16.5,28.2,4.0,4.2,8.8,39.0,7.0,13,76,42,1014.8,1011.4,8,1,18.0,26.3,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,795.24
15.0,29.4,0.0,6.6,11.1,43.0,9.0,24,78,24,1010.8,1008.5,7,7,20.6,28.6,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,864.3599999999999
14.9,24.8,0.0,10.4,10.0,35.0,11.0,6,58,37,1011.7,1010.4,7,7,19.3,22.9,0.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,615.0400000000001
11.8,18.5,0.6,4.8,2.3,35.0,9.0,15,60,63,1018.0,1017.4,8,6,13.8,16.4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,342.25
11.7,21.5,0.0,4.2,7.3,41.0,15.0,24,66,51,1021.1,1019.6,7,5,15.7,19.4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,462.25
9.6,20.3,0.0,5.0,3.6,39.0,22.0,20,70,49,1021.9,1019.3,7,7,15.8,19.2,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,412.09000000000003
8.9,27.1,0.0,4.4,12.7,35.0,6.0,11,63,37,1018.1,1012.5,1,2,15.8,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,734.4100000000001
10.1,29.9,0.0,6.8,8.8,41.0,2.0,13,63,36,1012.6,1010.2,1,8,17.4,29.1,5.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,894.0099999999999
15.5,21.1,5.4,6.4,0.9,31.0,6.0,7,93,86,1010.1,1008.6,8,8,16.6,20.0,1.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,445.21000000000004
10.8,21.7,1.4,2.8,10.6,48.0,13.0,20,59,40,1017.6,1016.8,1,4,15.3,20.8,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,470.89
7.5,20.9,0.0,6.6,8.7,39.0,13.0,20,61,43,1020.6,1018.3,6,7,15.3,19.8,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,436.80999999999995
12.8,21.0,0.0,6.4,0.8,22.0,7.0,6,72,54,1018.0,1015.6,8,8,16.1,20.0,3.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,441.0
12.6,23.1,3.4,1.6,2.3,30.0,4.0,13,97,74,1015.8,1014.1,8,7,15.3,20.4,6.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,533.61
14.8,29.5,6.4,1.8,8.1,41.0,6.0,22,81,48,1012.9,1008.3,2,7,21.0,28.2,11.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,870.25
19.9,22.0,11.0,4.4,5.9,76.0,41.0,30,92,62,996.5,996.8,8,3,20.6,19.6,17.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,484.0
9.2,20.4,17.4,7.8,10.2,39.0,9.0,20,59,49,1009.5,1009.1,1,7,14.9,18.8,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,416.15999999999997
12.4,24.4,0.0,6.2,12.1,44.0,7.0,13,69,43,1012.8,1009.7,6,4,15.0,22.5,3.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,595.3599999999999
11.3,21.7,3.4,8.2,5.6,41.0,11.0,11,67,52,1020.4,1019.1,8,3,12.4,21.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,470.89
9.8,26.3,0.0,5.2,13.0,41.0,6.0,19,63,35,1023.2,1018.0,1,1,15.3,23.9,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,691.69
14.3,26.7,0.0,7.2,7.1,65.0,7.0,48,68,64,1017.3,1014.3,7,7,19.8,19.0,14.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,712.89
15.1,28.3,14.4,8.8,13.2,28.0,6.0,13,73,44,1016.8,1013.4,1,5,18.3,27.4,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,800.89
14.4,31.6,0.0,6.6,13.6,30.0,6.0,7,65,30,1017.1,1014.2,0,2,21.5,30.3,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,998.5600000000001
15.4,35.0,0.0,9.6,13.0,39.0,6.0,22,55,18,1017.4,1015.0,1,1,23.4,34.3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1225.0
13.8,33.5,0.0,11.4,13.6,31.0,7.0,9,44,20,1019.2,1015.6,0,1,21.9,32.2,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1122.25
13.6,34.2,0.0,8.8,12.8,35.0,2.0,11,50,20,1015.8,1011.6,7,6,21.9,31.8,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1169.64
14.3,35.0,0.0,7.6,10.5,41.0,2.0,9,43,14,1012.6,1008.7,0,1,23.0,33.6,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1225.0
15.9,23.4,0.0,12.6,2.2,50.0,20.0,24,69,55,1016.8,1016.3,8,7,19.2,22.3,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,547.56
16.7,25.3,0.0,6.2,12.5,46.0,24.0,26,56,45,1016.2,1013.0,6,7,20.3,23.9,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,640.09
12.1,27.5,0.0,7.4,11.7,35.0,7.0,15,69,40,1011.8,1007.4,7,2,18.6,26.8,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,756.25
14.3,34.1,0.0,6.6,10.5,39.0,6.0,19,77,34,1006.6,1003.3,1,1,18.9,31.9,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1162.8100000000002
16.5,33.9,0.0,9.0,12.6,39.0,11.0,11,60,36,1012.3,1009.5,1,1,20.8,31.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1149.2099999999998
16.5,30.3,0.0,10.0,8.1,46.0,7.0,9,77,44,1015.7,1013.4,7,1,18.1,28.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,918.09
17.5,29.9,0.0,6.6,8.8,43.0,13.0,11,74,45,1018.5,1015.9,8,1,19.3,27.9,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,894.0099999999999
14.7,34.2,0.0,6.6,12.8,33.0,6.0,11,64,25,1017.8,1013.3,1,1,21.3,32.2,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1169.64
17.5,35.8,0.0,9.4,13.3,57.0,6.0,19,56,24,1011.8,1006.5,0,1,24.7,34.5,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1281.6399999999999
20.9,35.7,0.0,13.8,6.9,50.0,4.0,17,61,28,1007.6,1003.0,7,2,23.6,34.0,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1274.4900000000002
17.0,33.8,2.0,9.0,13.5,52.0,6.0,24,65,35,1004.0,1001.8,2,3,23.0,31.8,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1142.4399999999998
16.0,22.8,0.0,12.4,6.0,50.0,13.0,19,70,57,1012.3,1012.3,8,6,17.0,21.6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,519.84
15.4,33.8,0.0,5.2,11.1,35.0,7.0,15,70,26,1014.2,1009.0,7,1,18.0,31.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1142.4399999999998
17.9,33.2,0.0,10.4,8.4,59.0,15.0,20,58,62,1008.5,1006.1,6,7,24.5,23.5,4.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1102.2400000000002
15.2,25.1,4.8,6.4,11.6,46.0,20.0,28,62,42,1016.8,1015.0,1,1,17.1,23.9,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,630.0100000000001
15.1,20.4,0.0,9.6,0.1,39.0,17.0,19,63,55,1017.5,1015.8,8,8,17.8,19.4,18.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,416.15999999999997
